时间,直调负荷(MW),联络线受电负荷(MW),风电总加(MW),光伏总加(MW),地方电厂发电总加(MW),非市场化核电总加(MW),自备机组总加(MW),试验机组总加(MW),抽蓄(MW)
2023-10-03 12:30:00+08,43621.918,12216.931,669.44,7926.52,6771.136,1296.935,3708.923,0,-1413.4
2023-10-03 12:45:00+08,44031.809,11805.969,675.76,7879.72,6805.733,1296.934,3711.746,0,-1695.8
2023-10-03 13:00:00+08,44417.293,12014.733,635.06,7819.98,6794.149,1295.755,3721.671,0,-1692.3
2023-10-03 13:15:00+08,46024.852,11830.961,631.2,7689.83,6793.586,1297.581,3747.433,0,-1674.8
2023-10-03 13:30:00+08,46926.551,12245.237,651.01,7088.88,6829.665,1296.401,3746.282,0,-1664.9
2023-10-03 13:45:00+08,47562.699,13163.939,625.47,6898.99,6849.714,1297.999,3734.976,0,-1660.7
2023-10-03 14:00:00+08,48318.195,13596.515,621.02,6700.24,6927.977,1296.021,3756.191,0,-1658.9
2023-10-03 14:15:00+08,49182.156,14340.223,645.78,6130.04,6929.548,1295.526,3753.176,0,-1649.4
2023-10-03 14:30:00+08,50224.453,14705.082,619.19,5896.65,6915.447,1296.82,3768.13,0,-1652.7
2023-10-03 14:45:00+08,51054.277,14406.845,581.29,5125.6,6924.117,1297.467,3778.649,0,-1364.5
2023-10-03 15:00:00+08,51627.48,14565.185,583.95,4854.19,6911.199,1296.173,3829.634,0,-1079.0
2023-10-03 15:15:00+08,52120.777,14277.699,578.35,4457.32,6883.993,1295.944,3838.468,0,-797.9
2023-10-03 15:30:00+08,52689.934,14435.629,641.25,4052.46,6865.737,1296.21,3878.969,0,-801.2
2023-10-03 15:45:00+08,53106.129,14530.218,686.42,3569.14,6938.353,1296.097,3947.886,0,-259.2
2023-10-03 16:00:00+08,53568.348,14387.074,743.34,3034.28,6883.196,1296.477,4003.246,0,0.0
2023-10-03 16:15:00+08,54713.855,14873.157,807.21,2446.64,6898.047,1296.135,4037.94,0,0.0
2023-10-03 16:30:00+08,56061.344,15075.069,831.48,1835.29,6876.343,1297.504,4072.377,0,695.7
2023-10-03 16:45:00+08,57437.523,15819.308,927.85,1348.18,6894.914,1296.249,4103.034,0,779.1
2023-10-03 17:00:00+08,58159.891,16155.471,1016.67,843.68,6904.462,1297.277,4124.926,0,779.8
2023-10-03 17:15:00+08,59328.434,16475.993,1203.61,456.31,6945.812,1296.364,4130.17,0,514.1
2023-10-03 17:30:00+08,60246.766,15892.185,1383.74,149.17,6911.259,1297.847,4148.883,0,1116.7
2023-10-03 17:45:00+08,61090.828,16343.012,1598.54,11.1,6937.329,1297.315,4158.67,0,1105.1
2023-10-03 18:00:00+08,61657.777,16442.953,1700.15,-10.11,6924.26,1295.64,4125.055,0,1101.3
2023-10-03 18:15:00+08,61933.121,16076.112,1761.79,-6.2,6939.338,1294.502,4113.838,0,1102.4
2023-10-03 18:30:00+08,61486.18,16166.566,1850.53,-5.6,6943.307,1298.037,4127.966,0,1101.1
2023-10-03 18:45:00+08,60679.691,16408.786,1929.06,-5.63,6940.657,1296.021,4119.729,0,1100.7
2023-10-03 19:00:00+08,59861.48,16278.915,1953.96,-4.97,6926.09,1298.266,4126.797,0,1100.7
2023-10-03 19:15:00+08,59029.129,16335.805,1932.96,-5.23,6926.995,1298.342,4122.029,0,1284.3
2023-10-03 19:30:00+08,58794.746,16288.947,1945.73,-5.18,6918.718,1297.771,4138.166,0,1281.5
2023-10-03 19:45:00+08,58633.238,16496.189,1997.62,0.97,6922.125,1295.755,4135.222,0,1180.9
2023-10-03 20:00:00+08,58106.336,16099.161,2135.05,-5.02,6915.738,1296.933,4139.853,0,1180.6
2023-10-03 20:15:00+08,58108.109,16202.167,2253.27,-5.15,6923.791,1297.428,4147.814,0,948.9
2023-10-03 20:30:00+08,57755.277,15303.739,2457.71,-4.94,6928.977,1295.45,4147.354,0,764.6
2023-10-03 20:45:00+08,57635.035,14840.634,2641.19,-5.01,6956.756,1297.2,4173.75,0,764.7
2023-10-03 21:00:00+08,57214.992,14116.313,2765.53,-5.02,6924.381,1296.857,4171.019,0,762.1
2023-10-03 21:15:00+08,57667.246,14481.775,2857.84,-5.18,6949.662,1297.771,4168.147,0,661.5
2023-10-03 21:30:00+08,57054.359,14352.747,2970.06,-5.02,6964.354,1296.744,4168.213,0,511.2
2023-10-03 21:45:00+08,56444.113,14181.132,3095.79,-4.84,6950.253,1297.2,4181.539,0,180.6
2023-10-03 22:00:00+08,55747.961,14150.792,3229.31,-5.11,6950.273,1296.326,4182.02,0,0.0
2023-10-03 22:15:00+08,55227.668,13919.315,3214.67,-4.82,6964.3,1297.163,4183.661,0,0.0
2023-10-03 22:30:00+08,54543.551,12640.138,3237.28,-4.91,6957.592,1297.922,4189.419,0,0.0
2023-10-03 22:45:00+08,53714.617,11647.488,3297.36,-5.07,6936.307,1298.912,4169.453,0,0.0
2023-10-03 23:00:00+08,53033.602,10480.168,3282.66,-5.04,6953.246,1297.581,4181.743,0,0.0
2023-10-03 23:15:00+08,52133.449,9671.525,3091.24,-4.98,6942.26,1296.478,4176.059,0,255.5
2023-10-03 23:30:00+08,51407.59,9739.914,2947.76,1.18,6927.209,1296.211,4175.854,0,0.0
2023-10-03 23:45:00+08,50752.82,9692.307,2772.48,0.94,6909.98,1296.668,4215.61,0,0.0
2023-10-04 00:00:00+08,50241.09,9735.594,2713.12,-4.98,6884.808,1296.858,4226.109,0,0.0
2023-10-04 00:15:00+08,49883.715,10007.496,2867.53,-4.93,6901.067,1297.619,4222.802,0,0.0
2023-10-04 00:30:00+08,49719.777,10750.641,2907.66,-4.76,6907.821,1298.228,4227.156,0,0.0
2023-10-04 00:45:00+08,49342.074,11131.579,2886.37,-4.76,6959.68,1299.483,4237.332,0,0.0
2023-10-04 01:00:00+08,49092.473,11174.386,2958.1,-4.59,6979.621,1297.2,4245.359,0,0.0
2023-10-04 01:15:00+08,48830.168,11009.53,3043.13,-4.59,6980.711,1298.266,4242.172,0,0.0
2023-10-04 01:30:00+08,48636.16,11307.005,3058.92,-4.79,6975.542,1298.152,4242.476,0,0.0
2023-10-04 01:45:00+08,48472.309,11257.916,3138.65,-4.77,6974.946,1298.646,4277.479,0,0.0
2023-10-04 02:00:00+08,48303.953,11208.073,3291.65,-4.74,6969.402,1297.695,4272.995,0,0.0
2023-10-04 02:15:00+08,48265.25,11299.889,3472.82,-4.91,6973.881,1299.597,4297.629,0,0.0
2023-10-04 02:30:00+08,47856.387,11032.87,3436.22,-4.73,6988.002,1298.798,4288.521,0,0.0
2023-10-04 02:45:00+08,47837.551,11028.477,3338.18,-4.83,6993.353,1297.314,4306.042,0,0.0
2023-10-04 03:00:00+08,47690.793,11310.931,3369.14,-4.97,6985.198,1299.445,4286.78,0,0.0
2023-10-04 03:15:00+08,47716.656,11246.289,3175.34,-4.8,6982.622,1299.218,4289.936,0,0.0
2023-10-04 03:30:00+08,47679.035,11173.267,2926.82,-4.84,6965.18,1301.196,4302.003,0,0.0
2023-10-04 03:45:00+08,47795.207,11334.477,2728.84,-4.82,6967.319,1299.522,4295.881,0,0.0
2023-10-04 04:00:00+08,47625.414,11076.681,2626.08,-4.94,6959.217,1299.674,4286.959,0,0.0
2023-10-04 04:15:00+08,48264.078,11123.445,2335.39,-4.94,6963.684,1298.456,4277.622,0,0.0
2023-10-04 04:30:00+08,48423.805,11078.38,2088.7,-4.81,6955.439,1298.457,4277.443,0,0.0
2023-10-04 04:45:00+08,48697.934,11135.626,1929.67,-4.91,6947.144,1300.359,4279.973,0,0.0
2023-10-04 05:00:00+08,49061.023,11100.829,1843.21,-4.5,6973.112,1300.359,4274.035,0,0.0
2023-10-04 05:15:00+08,49668.461,10921.896,1845.11,-4.88,6969.605,1297.163,4238.067,0,0.0
2023-10-04 05:30:00+08,50380.508,11851.857,1887.35,-4.62,6973.52,1299.141,4243.23,0,0.0
2023-10-04 05:45:00+08,51001.207,12017.83,1959.75,-4.82,7000.504,1298.304,4238.738,0,0.0
2023-10-04 06:00:00+08,51843.961,12315.453,1946.63,-2.31,7019.086,1299.027,4216.79,0,0.0
2023-10-04 06:15:00+08,53257.375,12577.444,1996.71,67.0,6988.976,1300.054,4221.182,0,185.5
2023-10-04 06:30:00+08,53911.73,12530.655,2064.42,269.55,7013.26,1297.847,4225.298,0,180.1
2023-10-04 06:45:00+08,53902.523,12408.051,2240.03,561.64,7036.774,1299.484,4237.579,0,360.5
2023-10-04 07:00:00+08,54033.906,12796.009,2343.34,920.11,7015.382,1298.951,4257.297,0,178.4
2023-10-04 07:15:00+08,54066.055,13193.531,2496.75,1429.74,7023.198,1299.712,4236.15,0,179.1
2023-10-04 07:30:00+08,54281.273,13538.279,2539.07,1984.84,7023.084,1298.0,4232.933,0,0.0
2023-10-04 07:45:00+08,54362.434,13943.472,2551.87,2602.57,7012.76,1297.124,4220.292,0,257.2
2023-10-04 08:00:00+08,54333.23,14564.196,2548.88,3152.28,7028.778,1298.19,4203.602,0,249.6
2023-10-04 08:15:00+08,54731.672,14948.441,2585.28,3666.85,6978.691,1300.092,4186.064,0,249.3
2023-10-04 08:30:00+08,54357.527,15519.643,2617.29,4030.25,6945.062,1298.609,4169.962,0,250.0
2023-10-04 08:45:00+08,53814.805,16052.989,2567.83,4490.42,6906.649,1300.245,4161.942,0,249.1
2023-10-04 09:00:00+08,53519.211,16686.73,2603.85,4772.5,6905.957,1298.684,4152.96,0,249.5
2023-10-04 09:15:00+08,53487.758,16552.693,2717.69,5311.28,6902.575,1300.13,4129.965,0,249.3
2023-10-04 09:30:00+08,52997.883,16399.538,3037.99,5688.18,6921.199,1298.532,4129.629,0,249.3
2023-10-04 09:45:00+08,53455.93,16371.107,3593.4,5929.9,6905.733,1299.636,4111.118,0,148.2
2023-10-04 10:00:00+08,53816.402,16337.903,4077.6,5754.64,6945.232,1298.418,4094.532,0,0.0
2023-10-04 10:15:00+08,55259.781,16228.426,4563.84,5671.54,6957.834,1299.75,4099.858,0,0.0
2023-10-04 10:30:00+08,56560.863,15998.615,5126.58,5653.51,6944.838,1299.027,4108.507,0,0.0
2023-10-04 10:45:00+08,57167.512,16142.951,5534.02,5862.5,6940.557,1299.18,4114.019,0,0.0
2023-10-04 11:00:00+08,57612.055,15748.564,5756.29,5678.79,6943.32,1299.674,4101.999,0,0.0
2023-10-04 11:15:00+08,58674.859,14235.915,5823.62,5367.8,6903.103,1298.533,4089.828,0,1014.6
2023-10-04 11:30:00+08,58350.922,14408.854,5764.58,5260.34,6875.188,1300.169,4084.475,0,731.0
2023-10-04 11:45:00+08,57498.355,13521.619,5778.22,4848.45,6876.971,1299.256,4065.503,0,658.9
2023-10-04 12:00:00+08,56358.098,12425.258,6001.88,4866.79,6883.708,1299.789,4074.325,0,657.1
2023-10-04 12:15:00+08,56335.727,14073.558,6163.5,4687.64,6922.576,1297.962,4050.196,0,-281.9
2023-10-04 12:30:00+08,56195.672,15939.65,6472.88,4126.95,6965.83,1299.332,4026.604,0,-1128.9
2023-10-04 12:45:00+08,57240.246,15492.352,6878.18,4189.58,6966.158,1297.733,4038.233,0,-1137.7
2023-10-04 13:00:00+08,57923.074,15294.414,7040.24,4035.17,6973.008,1297.734,4045.64,0,-1138.7
2023-10-04 13:15:00+08,59522.684,14506.346,7197.94,3775.79,6996.263,1296.706,4058.95,0,-1133.7
2023-10-04 13:30:00+08,59783.977,15048.718,7340.47,4367.35,6897.206,1298.228,4060.978,0,-1937.6
2023-10-04 13:45:00+08,59743.242,15453.909,7426.97,3498.26,6902.207,1298.646,4075.621,0,-2226.2
2023-10-04 14:00:00+08,59301.484,15086.684,7441.87,3790.18,6938.921,1298.875,4123.737,0,-2216.3
2023-10-04 14:15:00+08,59233.215,14461.385,7525.94,3743.57,6934.225,1298.343,4147.985,0,-2208.2
2023-10-04 14:30:00+08,59240.984,15132.34,7596.87,3561.01,6915.038,1297.277,4196.032,0,-2216.4
2023-10-04 14:45:00+08,59601.227,14780.191,7715.65,3760.57,6944.971,1297.505,4199.5,0,-2200.3
2023-10-04 15:00:00+08,59567.93,14185.124,7773.62,3438.93,6921.913,1300.397,4213.468,0,-1940.3
2023-10-04 15:15:00+08,59456.328,14542.432,7897.71,2819.47,6953.397,1297.505,4233.597,0,-1920.3
2023-10-04 15:30:00+08,59585.813,14475.1,7908.58,2609.84,6952.026,1299.674,4238.728,0,-1643.4
2023-10-04 15:45:00+08,59552.887,14370.086,7748.05,2020.06,6959.893,1299.522,4265.901,0,-1111.2
2023-10-04 16:00:00+08,59282.727,14572.855,7467.4,1612.34,6938.564,1300.283,4329.624,0,-548.2
2023-10-04 16:15:00+08,59708.625,14862.673,7241.82,1170.57,6986.016,1299.255,4341.086,0,-541.4
2023-10-04 16:30:00+08,59996.082,16526.307,7091.35,905.45,7053.055,1297.695,4340.338,0,-282.7
2023-10-04 16:45:00+08,60776.414,17428.997,6974.66,605.06,7020.112,1299.75,4319.423,0,0.0
2023-10-04 17:00:00+08,61132.543,17995.883,6825.33,382.04,7032.053,1299.065,4263.806,0,0.0
2023-10-04 17:15:00+08,61738.953,18077.219,6874.02,195.13,7040.089,1297.314,4257.006,0,0.0
2023-10-04 17:30:00+08,62427.25,18308.84,6855.42,55.53,7069.886,1299.37,4268.524,0,0.0
2023-10-04 17:45:00+08,62693.016,18172.449,6894.68,-4.55,7082.84,1299.255,4279.35,0,325.7
2023-10-04 18:00:00+08,63218.473,18379.852,6988.46,-8.34,7087.968,1297.315,4273.553,0,514.4
2023-10-04 18:15:00+08,63253.668,18246.668,7023.47,-5.56,7030.386,1298.304,4279.569,0,505.5
2023-10-04 18:30:00+08,62570.66,18231.621,6977.61,-5.33,7046.376,1300.207,4284.339,0,505.6
2023-10-04 18:45:00+08,61552.523,18204.859,6905.31,-4.9,7091.063,1299.066,4302.588,0,511.5
2023-10-04 19:00:00+08,60962.863,18240.314,6862.21,-4.79,7037.407,1297.999,4294.249,0,751.1
2023-10-04 19:15:00+08,60317.168,18354.379,6687.28,-4.88,7029.817,1298.647,4288.203,0,747.0
2023-10-04 19:30:00+08,59716.254,18089.78,6539.08,-4.88,7052.805,1297.695,4344.176,0,746.9
2023-10-04 19:45:00+08,59362.059,18243.174,6218.76,-4.66,7080.075,1299.522,4367.785,0,995.8
2023-10-04 20:00:00+08,59138.688,18219.449,5787.44,-5.02,7066.504,1297.734,4376.912,0,1304.5
2023-10-04 20:15:00+08,59279.449,17887.803,5566.05,-4.74,7046.926,1298.723,4366.798,0,1394.0
2023-10-04 20:30:00+08,58919.938,17533.396,5367.12,-4.9,7048.549,1297.581,4361.525,0,1391.6
2023-10-04 20:45:00+08,58579.336,16951.968,5187.11,-4.93,7067.813,1297.049,4372.968,0,1390.8
2023-10-04 21:00:00+08,58294.16,16421.334,4864.7,-4.68,7077.304,1297.924,4345.473,0,1644.5
2023-10-04 21:15:00+08,58445.004,16446.64,4700.77,-5.14,7091.324,1298.152,4358.479,0,1643.9
2023-10-04 21:30:00+08,57969.227,16366.166,4663.42,-4.76,7067.498,1298.837,4356.229,0,1641.7
2023-10-04 21:45:00+08,57289.488,16311.907,4576.27,-4.75,7103.19,1297.428,4358.946,0,1643.3
2023-10-04 22:00:00+08,56650.914,16174.253,4555.71,-4.75,7088.342,1297.62,4372.139,0,1642.6
2023-10-04 22:15:00+08,55967.059,15854.6,4611.08,-4.78,7077.676,1298.114,4370.716,0,1642.8
2023-10-04 22:30:00+08,55260.719,14819.493,4576.83,-4.65,7096.962,1299.787,4377.929,0,1640.7
2023-10-04 22:45:00+08,54494.098,13781.948,4710.53,-4.69,7084.55,1300.017,4377.301,0,1639.3
2023-10-04 23:00:00+08,53717.566,12258.61,4910.23,-4.87,7107.208,1297.467,4388.302,0,1290.9
2023-10-04 23:15:00+08,52967.199,11570.519,4963.44,-4.94,7069.578,1298.342,4358.33,0,892.4
2023-10-04 23:30:00+08,52255.258,11026.225,5201.06,-5.22,7072.537,1298.608,4385.195,0,534.4
2023-10-04 23:45:00+08,51660.652,10455.528,5590.24,-4.63,7024.491,1300.131,4374.165,0,540.1
2023-10-05 00:00:00+08,51280.863,10195.26,5906.4,-4.56,7024.779,1299.103,4360.52,0,358.8
2023-10-05 00:15:00+08,50786.449,11045.516,6073.48,-4.55,7032.104,1299.331,4382.899,0,179.4
2023-10-05 00:30:00+08,50900.121,11344.158,6346.23,-4.68,7019.537,1299.977,4365.967,0,0.0
2023-10-05 00:45:00+08,50297.035,11145.373,6598.04,-4.72,7043.594,1298.342,4375.614,0,0.0
2023-10-05 01:00:00+08,50064.598,11149.712,6983.12,-4.56,7049.364,1298.722,4373.356,0,0.0
2023-10-05 01:15:00+08,50053.133,11282.302,7355.81,-4.59,7060.733,1300.359,4368.358,0,0.0
2023-10-05 01:30:00+08,49834.66,11170.761,7725.31,-4.61,7059.401,1299.407,4367.838,0,0.0
2023-10-05 01:45:00+08,49352.332,11328.521,8334.56,-4.61,7087.649,1299.483,4346.42,0,0.0
2023-10-05 02:00:00+08,49093.414,11114.604,9041.85,-4.62,7101.936,1300.245,4358.571,0,0.0
2023-10-05 02:15:00+08,48997.438,11253.228,9537.1,-4.76,7084.353,1299.141,4359.277,0,-4.5
2023-10-05 02:30:00+08,48518.906,11418.078,10151.98,-4.83,7099.952,1299.294,4365.899,0,-4.5
2023-10-05 02:45:00+08,48418.629,11358.649,10859.48,-4.58,7088.121,1299.635,4364.076,0,-4.2
2023-10-05 03:00:00+08,48211.965,11108.308,11401.75,-4.56,7103.501,1299.027,4360.482,0,0.0
2023-10-05 03:15:00+08,48504.398,11689.104,12056.62,-4.86,7081.185,1299.332,4362.957,0,-267.2
2023-10-05 03:30:00+08,48322.266,11329.799,12514.84,-4.74,7077.214,1299.827,4339.38,0,-265.7
2023-10-05 03:45:00+08,48328.938,11262.252,12744.57,-4.49,7053.834,1300.016,4293.537,0,-265.7
2023-10-05 04:00:00+08,48304.891,11344.746,12906.28,-4.62,7052.878,1298.952,4270.707,0,-575.5
2023-10-05 04:15:00+08,48642.09,10712.571,13035.47,-4.7,7106.65,1298.038,4317.268,0,-308.8
2023-10-05 04:30:00+08,48931.594,10646.912,12940.28,-4.95,7033.715,1300.777,4353.015,0,-307.6
2023-10-05 04:45:00+08,49102.281,10845.541,12714.34,-4.92,7054.785,1299.749,4356.836,0,-308.0
2023-10-05 05:00:00+08,49522.797,10692.771,12468.97,-4.57,7069.519,1298.913,4352.994,0,-305.6
2023-10-05 05:15:00+08,50238.18,10902.565,12308.82,-4.71,7056.818,1301.195,4345.712,0,0.0
2023-10-05 05:30:00+08,50848.227,11092.473,12095.07,-4.65,7054.213,1301.653,4335.444,0,0.0
2023-10-05 05:45:00+08,51330.945,11337.609,11983.41,-4.77,7078.692,1301.691,4334.111,0,0.0
2023-10-05 06:00:00+08,52254.672,11781.57,11706.35,11.6,7061.806,1302.261,4344.597,0,0.0
2023-10-05 06:15:00+08,53777.262,12033.092,11488.04,84.59,7046.834,1301.538,4339.743,0,0.0
2023-10-05 06:30:00+08,54292.664,11985.38,11117.04,374.03,7039.656,1301.31,4320.128,0,0.0
2023-10-05 06:45:00+08,54058.07,11812.997,10864.91,845.38,7038.526,1301.728,4329.012,0,0.0
2023-10-05 07:00:00+08,53875.785,12167.397,10415.16,1466.53,7011.853,1300.246,4311.682,0,0.0
2023-10-05 07:15:00+08,53500.434,12642.204,9882.03,2220.29,7020.347,1300.816,4309.392,0,0.0
2023-10-05 07:30:00+08,52736.105,13001.186,9118.59,3021.3,7075.125,1302.109,4290.351,0,-569.4
2023-10-05 07:45:00+08,52385.004,13296.364,8571.25,3782.75,7109.861,1300.815,4265.106,0,-306.4
2023-10-05 08:00:00+08,51842.652,14081.505,8021.55,4631.85,7090.329,1301.272,4238.628,0,-304.9
2023-10-05 08:15:00+08,51620.531,14608.131,7384.86,5313.65,7090.895,1300.625,4232.988,0,0.0
2023-10-05 08:30:00+08,51169.566,15144.004,6982.31,5904.13,7068.514,1300.701,4192.485,0,0.0
2023-10-05 08:45:00+08,50211.164,15040.636,6589.51,6501.79,7050.083,1301.577,4185.991,0,-4.9
2023-10-05 09:00:00+08,49477.254,16154.005,6118.33,7003.82,7041.405,1301.729,4197.108,0,-880.9
2023-10-05 09:15:00+08,48943.707,15946.095,5720.8,7448.43,7008.181,1301.082,4170.762,0,-891.6
2023-10-05 09:30:00+08,48382.395,15725.162,5431.97,7798.75,6982.801,1300.663,4161.986,0,-886.8
2023-10-05 09:45:00+08,47886.398,16019.36,5051.21,8060.71,6995.662,1301.234,4148.768,0,-1146.1
2023-10-05 10:00:00+08,47781.957,15631.956,4614.46,8154.27,6968.658,1300.245,4130.395,0,-1144.5
2023-10-05 10:15:00+08,48537.375,15658.743,4172.42,8393.82,6989.106,1300.397,4133.476,0,-1173.9
2023-10-05 10:30:00+08,48940.906,15402.634,3834.61,8590.47,7008.658,1299.864,4130.323,0,-1170.6
2023-10-05 10:45:00+08,48846.922,14946.852,3335.43,8701.33,6981.827,1300.511,4113.25,0,-1166.6
2023-10-05 11:00:00+08,49335.387,14625.15,3046.66,8761.87,6959.251,1300.473,4067.91,0,-1175.8
2023-10-05 11:15:00+08,49725.773,13812.785,2704.62,8651.56,6938.085,1300.701,4072.762,0,-1128.7
2023-10-05 11:30:00+08,48844.203,13142.925,2438.58,8745.54,6940.251,1300.816,4059.886,0,-1423.7
2023-10-05 11:45:00+08,48085.246,12763.329,2290.06,8535.33,6957.158,1300.968,4061.981,0,-1427.5
2023-10-05 12:00:00+08,46635.531,12000.139,2157.54,8483.8,6954.608,1300.169,4044.565,0,-1420.5
2023-10-05 12:15:00+08,46448.117,11829.099,2051.21,8167.45,6973.775,1301.158,4044.325,0,-1648.5
2023-10-05 12:30:00+08,46788.648,11857.34,1910.0,7919.51,6956.094,1301.387,4058.674,0,-1951.8
2023-10-05 12:45:00+08,48022.0,11961.181,1861.86,7534.91,6950.986,1301.196,4044.743,0,-1951.8
2023-10-05 13:00:00+08,49169.398,12104.862,1777.03,7184.73,6982.359,1299.331,4047.217,0,-1943.0
2023-10-05 13:15:00+08,51483.949,12140.613,1606.63,7072.41,6944.48,1301.158,4053.277,0,-1648.2
2023-10-05 13:30:00+08,52296.336,12655.516,1520.87,6656.58,6984.154,1301.12,4060.26,0,-1637.3
2023-10-05 13:45:00+08,53562.211,12929.757,1480.92,6359.11,6991.326,1300.017,4045.83,0,-1373.6
2023-10-05 14:00:00+08,54626.418,13269.354,1488.04,5755.86,6984.733,1302.566,4103.268,0,-1089.7
2023-10-05 14:15:00+08,56053.707,13574.302,1473.91,5102.24,7035.846,1301.767,4106.96,0,-543.4
2023-10-05 14:30:00+08,57290.871,14017.427,1527.7,4654.76,7058.268,1301.386,4114.84,0,-285.4
2023-10-05 14:45:00+08,58630.09,13927.685,1578.46,4229.27,7059.143,1302.566,4127.788,0,-283.3
2023-10-05 15:00:00+08,59273.75,13949.159,1588.27,3733.97,6987.679,1301.044,4129.558,0,0.0
2023-10-05 15:15:00+08,59854.676,13749.515,1659.29,3156.57,6987.686,1301.348,4166.466,0,0.0
2023-10-05 15:30:00+08,60422.422,13868.241,1752.35,2064.92,6977.063,1301.158,4187.069,0,0.0
2023-10-05 15:45:00+08,60736.75,13886.857,1843.44,1838.66,6985.037,1302.109,4236.275,0,0.0
2023-10-05 16:00:00+08,60516.105,14171.317,1891.8,1260.57,6999.269,1300.892,3921.921,0,0.0
2023-10-05 16:15:00+08,60959.848,14943.363,1971.19,1001.62,7015.463,1301.006,3928.138,0,0.0
2023-10-05 16:30:00+08,61661.609,15426.317,2035.24,684.84,7032.457,1302.87,3958.279,0,547.4
2023-10-05 16:45:00+08,62294.82,15940.202,2102.84,450.84,7029.706,1301.347,4028.424,0,550.6
2023-10-05 17:00:00+08,62414.273,17353.174,2220.46,288.07,7035.116,1299.294,4188.047,0,548.6
2023-10-05 17:15:00+08,62847.492,17798.648,2407.33,139.49,7067.927,1302.186,4242.297,0,547.9
2023-10-05 17:30:00+08,63033.898,17691.649,2613.8,28.41,7112.367,1300.245,4295.598,0,547.4
2023-10-05 17:45:00+08,63672.875,17811.729,2707.24,-6.78,7132.103,1300.511,4326.761,0,547.2
2023-10-05 18:00:00+08,63862.582,17782.682,2755.86,-7.37,7073.26,1303.25,4335.798,0,547.5
2023-10-05 18:15:00+08,64025.551,17721.579,2715.97,-5.55,7027.093,1302.528,4332.855,0,548.1
2023-10-05 18:30:00+08,63359.246,17928.071,2776.26,-5.43,6975.335,1303.594,4324.19,0,547.1
2023-10-05 18:45:00+08,62007.68,17716.237,2866.19,-4.99,6987.972,1303.745,4328.433,0,547.8
2023-10-05 19:00:00+08,61452.809,17403.262,2990.02,-5.45,6943.894,1301.387,4326.45,0,586.3
2023-10-05 19:15:00+08,60926.102,17535.863,2992.62,-5.07,6975.385,1301.995,4317.705,0,663.0
2023-10-05 19:30:00+08,60495.066,17146.458,2971.43,-5.05,7006.167,1302.643,4337.016,0,657.2
2023-10-05 19:45:00+08,60294.039,16816.73,3014.63,-5.3,7001.531,1303.479,4328.601,0,659.2
2023-10-05 20:00:00+08,59865.84,16771.804,2861.97,-5.63,6983.945,1302.832,4314.898,0,509.7
2023-10-05 20:15:00+08,59717.82,15863.852,2606.33,-5.01,7024.576,1302.719,4316.187,0,358.2
2023-10-05 20:30:00+08,59613.828,15669.698,2582.38,-5.29,7047.204,1304.925,4305.58,0,358.6
2023-10-05 20:45:00+08,59324.996,15109.981,2626.63,-5.26,7039.895,1303.859,4278.427,0,357.6
2023-10-05 21:00:00+08,59018.418,14742.887,2724.58,-5.19,7033.463,1303.061,4290.928,0,178.5
2023-10-05 21:15:00+08,59178.773,14675.882,2806.57,-5.21,7029.349,1302.679,4280.555,0,178.4
2023-10-05 21:30:00+08,58425.602,14414.125,2909.66,-5.1,7049.536,1302.451,4278.397,0,178.9
2023-10-05 21:45:00+08,57807.352,14012.805,2918.4,-4.99,7057.836,1301.5,4258.831,0,300.6
2023-10-05 22:00:00+08,57182.766,14019.375,2806.29,-5.3,7057.35,1301.083,4271.124,0,299.2
2023-10-05 22:15:00+08,56526.379,13411.456,2760.12,-5.31,7054.991,1303.212,4230.106,0,299.0
2023-10-05 22:30:00+08,55925.133,12898.629,2896.99,-5.32,7059.44,1302.452,4220.407,0,298.1
2023-10-05 22:45:00+08,55350.129,12354.583,2939.9,-4.88,7046.394,1304.087,4224.335,0,180.5
2023-10-05 23:00:00+08,54273.215,11566.344,2913.95,-5.58,7042.791,1303.556,4239.272,0,0.0
2023-10-05 23:15:00+08,53629.605,10999.385,2748.42,-4.98,7049.333,1300.588,4233.036,0,0.0
2023-10-05 23:30:00+08,53167.301,10926.087,2743.44,-4.85,7023.385,1302.147,4212.066,0,0.0
2023-10-05 23:45:00+08,52473.477,10350.123,2637.21,-5.09,7051.215,1302.49,4203.497,0,-19.2
2023-10-06 00:00:00+08,51702.461,9921.162,2666.7,-4.88,7054.187,1303.517,4199.271,0,-298.0
2023-10-06 00:15:00+08,51493.566,10261.082,2510.76,-4.92,7023.61,1302.186,4134.713,0,-299.2
2023-10-06 00:30:00+08,51547.648,9409.222,2388.52,-4.77,7018.578,1303.099,4141.06,0,-5.6
2023-10-06 00:45:00+08,51280.918,10569.043,2306.26,-4.64,7033.185,1301.995,4142.59,0,-300.0
2023-10-06 01:00:00+08,50973.465,10553.65,2328.0,-4.72,7050.737,1302.794,4140.879,0,-302.8
2023-10-06 01:15:00+08,50812.855,11059.43,2328.66,-4.75,7040.71,1302.413,4144.92,0,-850.8
2023-10-06 01:30:00+08,50714.234,11558.206,2296.54,-4.78,7026.297,1301.806,4137.116,0,-851.5
2023-10-06 01:45:00+08,50629.992,11427.376,2123.12,-4.87,7041.45,1302.679,4127.36,0,-844.7
