时间,华北来电(MW),银东直流(MW),鲁固直流(MW),昭沂直流(MW)
2024-03-31 08:30:00+08,5998.67,2623.047,6381.531,5212.485
2024-03-31 08:45:00+08,6295.901,2643.555,6170.044,5171.695
2024-03-31 09:00:00+08,5013.401,2658.447,6084.29,5258.811
2024-03-31 09:15:00+08,5747.458,2898.926,5993.652,5670.874
2024-03-31 09:30:00+08,5731.939,2899.902,5995.178,5397.067
2024-03-31 09:45:00+08,5371.6,2899.902,5993.958,5100.788
2024-03-31 10:00:00+08,5392.24,2899.17,5995.178,4806.295
2024-03-31 10:15:00+08,5210.944,3453.125,5993.652,4105.115
2024-03-31 10:30:00+08,5181.26,3522.217,5546.265,3930.538
2024-03-31 10:45:00+08,5093.974,3592.773,5102.844,3755.089
2024-03-31 11:00:00+08,5074.287,3663.574,4651.794,3793.366
2024-03-31 11:15:00+08,4027.682,4010.254,4197.693,4029.109
2024-03-31 11:30:00+08,3838.562,4010.254,4197.083,4009.252
2024-03-31 11:45:00+08,3502.236,4010.986,4197.083,3989.028
2024-03-31 12:00:00+08,2900.693,4010.986,4196.167,3969.582
2024-03-31 12:15:00+08,2983.624,4010.254,4197.693,3952.189
2024-03-31 12:30:00+08,3579.494,3612.793,4197.083,3816.783
2024-03-31 12:45:00+08,4040.494,3212.402,4196.777,3682.74
2024-03-31 13:00:00+08,4664.938,2812.012,4194.946,3547.617
2024-03-31 13:15:00+08,5302.395,2408.203,4195.557,3408.113
2024-03-31 13:30:00+08,5223.159,2542.48,4643.555,3558.138
2024-03-31 13:45:00+08,5123.458,2679.199,5092.468,3708.417
2024-03-31 14:00:00+08,5051.578,2815.43,5541.687,3857.354
2024-03-31 14:15:00+08,4973.04,2989.258,5996.094,4110.014
2024-03-31 14:30:00+08,4826.883,3005.371,5994.873,4405.442
2024-03-31 14:45:00+08,5051.262,3023.682,5994.263,4702.648
2024-03-31 15:00:00+08,4649.029,3040.283,5993.652,4999.129
2024-03-31 15:15:00+08,4720.364,3188.721,5993.958,5302.29
2024-03-31 15:30:00+08,5018.539,3166.016,5994.263,5295.595
2024-03-31 15:45:00+08,4680.151,3167.236,5994.873,5540.573
2024-03-31 16:00:00+08,4371.763,3168.945,5994.568,5543.688
2024-03-31 16:15:00+08,4980.128,3168.457,5995.483,5544.092
2024-03-31 16:30:00+08,5212.387,3168.945,5995.789,5543.045
2024-03-31 16:45:00+08,5962.417,3168.701,5994.263,5546.08
2024-03-31 17:00:00+08,6299.021,3164.551,5996.094,5545.631
2024-03-31 17:15:00+08,6575.229,3250.0,5397.034,6119.727
2024-03-31 17:30:00+08,6289.303,3168.701,5365.906,6230.998
2024-03-31 17:45:00+08,6309.111,3170.654,5747.375,5819.952
2024-03-31 18:00:00+08,6551.933,2976.807,5995.789,5303.479
2024-03-31 18:15:00+08,6664.863,2933.594,5993.347,5318.077
2024-03-31 18:30:00+08,6458.326,2932.861,5993.652,5317.895
2024-03-31 18:45:00+08,6652.888,2890.381,5992.432,5315.307
2024-03-31 19:00:00+08,6717.4,2933.838,5994.568,5314.563
2024-03-31 19:15:00+08,6695.058,2610.596,6344.91,5332.414
2024-03-31 19:30:00+08,6992.925,2601.318,6343.994,5331.597
2024-03-31 19:45:00+08,6658.042,2583.74,6344.91,5325.1
2024-03-31 20:00:00+08,5898.065,2568.604,6344.299,5320.139
2024-03-31 20:15:00+08,5391.726,2549.072,6342.468,5209.36
2024-03-31 20:30:00+08,5578.052,2505.615,6345.52,5209.298
2024-03-31 20:45:00+08,5578.79,2506.836,6343.079,5209.745
2024-03-31 21:00:00+08,5384.283,2504.395,6346.13,5210.954
2024-03-31 21:15:00+08,5149.666,2549.316,6344.91,5210.468
2024-03-31 21:30:00+08,5124.58,2548.828,6344.604,5107.332
2024-03-31 21:45:00+08,5193.992,2548.096,6391.296,5005.938
2024-03-31 22:00:00+08,5476.044,2548.096,6392.212,4904.641
2024-03-31 22:15:00+08,4830.078,2549.805,6394.043,4799.233
2024-03-31 22:30:00+08,3825.984,2059.814,6394.958,4201.285
2024-03-31 22:45:00+08,3745.318,1569.092,6393.738,3600.817
2024-03-31 23:00:00+08,2940.373,1082.764,6392.822,3002.379
2024-03-31 23:15:00+08,2722.659,590.576,6392.822,2400.996
2024-03-31 23:30:00+08,2963.772,587.158,6393.433,2401.304
2024-03-31 23:45:00+08,2977.62,590.576,6392.517,1601.023
2024-04-01 00:00:00+08,2944.168,589.111,6290.588,1000.995
2024-04-01 00:15:00+08,3528.753,1482.666,5495.911,0.0
2024-04-01 00:30:00+08,2922.649,1738.281,4999.084,0.0
2024-04-01 00:45:00+08,3052.682,1682.373,5053.101,0.0
2024-04-01 01:00:00+08,2732.632,1650.635,5166.626,0.001
2024-04-01 01:15:00+08,2980.811,1645.264,5161.743,0.0
2024-04-01 01:30:00+08,2654.812,1750.244,5042.419,0.0
2024-04-01 01:45:00+08,2498.444,1716.064,5088.806,0.0
2024-04-01 02:00:00+08,2916.47,1771.973,5155.334,0.0
2024-04-01 02:15:00+08,3000.453,1220.215,5155.334,0.0
2024-04-01 02:30:00+08,3424.7,1200.928,5076.294,0.0
2024-04-01 02:45:00+08,3375.483,1181.396,5104.98,0.0
2024-04-01 03:00:00+08,3202.541,1181.885,5119.019,0.0
2024-04-01 03:15:00+08,3563.113,1186.035,5089.111,0.0
2024-04-01 03:30:00+08,3542.747,1261.475,4990.54,0.0
2024-04-01 03:45:00+08,3366.904,1235.352,5017.7,0.0
2024-04-01 04:00:00+08,3485.976,1221.191,5032.043,0.0
2024-04-01 04:15:00+08,3259.542,1215.576,5029.602,0.0
2024-04-01 04:30:00+08,3242.939,1289.063,5020.752,0.0
2024-04-01 04:45:00+08,3411.297,1289.795,5003.052,0.0
2024-04-01 05:00:00+08,3206.632,1346.68,4967.041,0.0
2024-04-01 05:15:00+08,3419.954,1400.391,4877.625,0.0
2024-04-01 05:30:00+08,3117.472,1618.652,5406.799,0.0
2024-04-01 05:45:00+08,3382.376,1841.064,5605.774,0.0
2024-04-01 06:00:00+08,3649.506,2001.953,6101.685,0.0
2024-04-01 06:15:00+08,3271.728,2163.574,6242.981,0.0
2024-04-01 06:30:00+08,3616.505,2078.613,6245.117,0.0
2024-04-01 06:45:00+08,3383.806,1995.361,6244.507,0.0
2024-04-01 07:00:00+08,3756.531,1909.912,6244.202,0.0
2024-04-01 07:15:00+08,3842.859,2163.33,6245.117,0.0
2024-04-01 07:30:00+08,4577.441,2163.33,6244.507,0.0
2024-04-01 07:45:00+08,4846.66,2143.311,6243.286,0.0
2024-04-01 08:00:00+08,5209.843,2055.176,6242.371,0.0
2024-04-01 08:15:00+08,6180.663,1462.646,6242.981,0.0
2024-04-01 08:30:00+08,6500.944,1422.119,6244.812,0.0
2024-04-01 08:45:00+08,7017.186,1396.973,6245.117,0.0
2024-04-01 09:00:00+08,7544.789,1581.543,6246.948,0.0
2024-04-01 09:15:00+08,7594.636,2228.76,6245.422,0.0
2024-04-01 09:30:00+08,7646.383,2213.135,6246.033,0.0
2024-04-01 09:45:00+08,7380.953,2202.393,6243.591,0.0
2024-04-01 10:00:00+08,6686.339,2139.404,6245.728,0.0
2024-04-01 10:15:00+08,6530.043,2178.955,6244.507,0.0
2024-04-01 10:30:00+08,6589.819,2292.236,6109.924,0.0
2024-04-01 10:45:00+08,6308.502,2332.52,5616.455,0.0
2024-04-01 11:00:00+08,6310.185,2166.992,5125.427,0.0
2024-04-01 11:15:00+08,5797.706,2062.012,4619.751,0.0
2024-04-01 11:30:00+08,4882.344,1980.469,4620.361,0.0
2024-04-01 11:45:00+08,5030.132,1945.313,4620.667,0.0
2024-04-01 12:00:00+08,4342.527,1941.65,4619.446,0.0
2024-04-01 12:15:00+08,4643.401,1923.584,4619.446,0.0
2024-04-01 12:30:00+08,4240.409,1923.096,4619.141,0.0
2024-04-01 12:45:00+08,4607.375,1913.574,4618.53,0.0
2024-04-01 13:00:00+08,4973.849,1641.602,4618.225,0.0
2024-04-01 13:15:00+08,4840.705,1643.555,4619.446,0.0
2024-04-01 13:30:00+08,4916.699,1774.414,5110.168,0.0
2024-04-01 13:45:00+08,4880.685,1906.006,5603.027,0.0
2024-04-01 14:00:00+08,4580.466,2041.26,6095.581,0.0
2024-04-01 14:15:00+08,4637.496,2180.908,6246.948,0.0
2024-04-01 14:30:00+08,4657.548,2177.246,6244.202,0.0
2024-04-01 14:45:00+08,4414.007,2177.979,6244.507,0.0
2024-04-01 15:00:00+08,4850.834,2178.955,6245.728,0.0
2024-04-01 15:15:00+08,5064.82,2180.908,6245.422,0.0
2024-04-01 15:30:00+08,5281.442,2179.932,6245.728,0.0
2024-04-01 15:45:00+08,5192.694,2179.199,6244.507,0.0
2024-04-01 16:00:00+08,5067.705,2180.42,6242.676,0.0
2024-04-01 16:15:00+08,5074.893,2527.588,6246.033,0.0
2024-04-01 16:30:00+08,5323.954,2777.588,6241.15,0.0
2024-04-01 16:45:00+08,5903.34,2790.039,6244.812,0.0
2024-04-01 17:00:00+08,6047.655,2527.832,6246.948,0.0
2024-04-01 17:15:00+08,6412.627,2526.123,6244.202,0.0
2024-04-01 17:30:00+08,6442.083,2526.611,6243.896,0.0
2024-04-01 17:45:00+08,6481.919,2526.611,6245.728,0.0
2024-04-01 18:00:00+08,6441.848,2526.123,6242.981,0.0
2024-04-01 18:15:00+08,6691.876,2179.199,6243.286,0.0
2024-04-01 18:30:00+08,6704.246,2166.016,6242.676,0.0
2024-04-01 18:45:00+08,6716.84,2154.785,6245.728,0.0
2024-04-01 19:00:00+08,6502.751,2140.137,6245.117,0.0
2024-04-01 19:15:00+08,6545.333,2364.99,6245.728,0.0
2024-04-01 19:30:00+08,6778.116,2178.711,6244.812,0.0
2024-04-01 19:45:00+08,6874.381,2180.908,6246.033,0.0
2024-04-01 20:00:00+08,7062.835,2157.959,6241.455,0.0
2024-04-01 20:15:00+08,6894.682,1663.818,6243.896,0.0
2024-04-01 20:30:00+08,6627.931,1650.146,6242.981,0.0
2024-04-01 20:45:00+08,5928.773,1691.406,6244.202,0.0
2024-04-01 21:00:00+08,5785.075,1456.055,6244.812,0.0
2024-04-01 21:15:00+08,5870.365,1441.406,6244.812,0.0
2024-04-01 21:30:00+08,6380.982,1081.055,6246.033,0.0
2024-04-01 21:45:00+08,6183.179,919.189,6245.117,0.0
2024-04-01 22:00:00+08,5719.419,1490.234,6246.033,0.0
2024-04-01 22:15:00+08,4646.616,2122.559,6246.338,0.0
2024-04-01 22:30:00+08,4289.028,1616.211,6243.591,0.0
2024-04-01 22:45:00+08,3644.667,1119.141,6246.338,0.0
2024-04-01 23:00:00+08,2832.489,1076.904,6092.529,0.0
2024-04-01 23:15:00+08,2631.01,1008.545,5536.194,0.0
2024-04-01 23:30:00+08,2855.835,1116.699,5116.272,0.0
2024-04-01 23:45:00+08,2896.521,1488.037,4808.044,0.0
2024-04-02 00:00:00+08,3901.913,1322.754,4824.219,0.0
2024-04-02 00:15:00+08,3295.842,1489.014,4658.813,0.0
2024-04-02 00:30:00+08,3520.513,1242.188,5112.0,0.0
2024-04-02 00:45:00+08,3339.096,1208.008,5098.267,0.0
2024-04-02 01:00:00+08,3733.025,1188.232,4933.472,0.0
2024-04-02 01:15:00+08,3705.966,1228.76,4823.608,0.0
2024-04-02 01:30:00+08,3580.522,1218.994,4724.731,0.0
2024-04-02 01:45:00+08,3632.293,1218.75,4684.753,0.0
2024-04-02 02:00:00+08,3646.773,1209.229,4707.031,0.0
2024-04-02 02:15:00+08,3777.113,1168.457,4678.65,0.0
2024-04-02 02:30:00+08,3891.647,1174.316,4679.26,0.0
2024-04-02 02:45:00+08,3703.028,1155.029,4706.116,0.0
2024-04-02 03:00:00+08,3796.331,1151.123,4734.497,0.0
2024-04-02 03:15:00+08,3670.866,1163.086,4747.314,0.0
2024-04-02 03:30:00+08,3767.069,1152.344,4664.307,0.0
2024-04-02 03:45:00+08,3690.607,1180.176,4699.402,0.0
2024-04-02 04:00:00+08,3714.566,1211.426,4656.067,0.0
2024-04-02 04:15:00+08,3610.906,1239.99,4633.484,0.0
2024-04-02 04:30:00+08,3652.451,1250.244,4618.53,0.0
2024-04-02 04:45:00+08,3825.23,1274.17,4667.969,0.0
2024-04-02 05:00:00+08,3711.757,1313.477,4658.813,0.0
2024-04-02 05:15:00+08,3620.791,1344.971,4619.446,0.0
2024-04-02 05:30:00+08,3939.386,1375.977,5113.22,0.0
2024-04-02 05:45:00+08,3759.347,1605.713,5605.164,0.0
2024-04-02 06:00:00+08,3736.298,1775.879,6096.191,0.0
2024-04-02 06:15:00+08,3614.101,2059.814,6605.53,0.0
2024-04-02 06:30:00+08,3532.475,2042.236,6645.203,0.0
2024-04-02 06:45:00+08,3676.151,1833.496,6598.511,0.0
2024-04-02 07:00:00+08,3679.896,1771.729,6599.121,0.0
2024-04-02 07:15:00+08,4767.991,1172.852,6602.478,0.0
2024-04-02 07:30:00+08,5192.747,1283.203,6600.952,0.0
2024-04-02 07:45:00+08,6063.877,867.92,6606.14,0.0
2024-04-02 08:00:00+08,6054.084,1454.102,6602.478,0.0
2024-04-02 08:15:00+08,6924.065,939.209,6600.037,0.0
2024-04-02 08:30:00+08,7112.303,976.807,6601.868,0.0
2024-04-02 08:45:00+08,7340.542,978.027,6599.731,0.0
2024-04-02 09:00:00+08,7215.552,1582.52,6601.563,0.0
2024-04-02 09:15:00+08,6533.106,2181.152,6600.037,0.0
2024-04-02 09:30:00+08,6662.943,2119.629,6600.037,0.0
2024-04-02 09:45:00+08,6699.18,2152.344,6600.647,0.0
2024-04-02 10:00:00+08,7084.422,1975.586,6599.426,0.0
2024-04-02 10:15:00+08,6323.891,2420.654,6599.426,0.0
2024-04-02 10:30:00+08,6381.096,2238.525,6107.788,0.0
2024-04-02 10:45:00+08,6170.429,2387.939,5617.371,0.0
2024-04-02 11:00:00+08,6182.504,2549.561,5125.732,0.0
2024-04-02 11:15:00+08,5082.0,2727.539,4619.751,0.0
2024-04-02 11:30:00+08,4750.57,2686.523,4620.667,0.0
2024-04-02 11:45:00+08,4731.431,2645.996,4620.361,0.0
2024-04-02 12:00:00+08,4133.089,2603.516,4619.446,0.0
2024-04-02 12:15:00+08,3884.463,2564.209,4619.751,0.0
2024-04-02 12:30:00+08,4458.752,2334.473,4617.615,0.0
2024-04-02 12:45:00+08,4706.712,2102.295,4618.835,0.0
2024-04-02 13:00:00+08,4928.142,1874.023,4619.446,0.0
2024-04-02 13:15:00+08,4961.876,1642.09,4618.225,0.0
2024-04-02 13:30:00+08,5153.685,1774.658,5108.337,0.0
2024-04-02 13:45:00+08,4908.067,1907.471,5603.027,0.0
2024-04-02 14:00:00+08,5089.265,2039.795,6095.276,0.0
2024-04-02 14:15:00+08,5206.888,2178.955,6600.647,0.0
2024-04-02 14:30:00+08,5284.839,2178.467,6600.647,0.0
2024-04-02 14:45:00+08,5199.975,2180.176,6600.952,0.0
2024-04-02 15:00:00+08,5190.009,2178.955,6600.342,0.0
2024-04-02 15:15:00+08,5082.876,2177.49,6596.68,0.0
2024-04-02 15:30:00+08,5172.25,2180.176,6600.952,0.0
2024-04-02 15:45:00+08,5007.708,2179.199,6599.121,0.0
2024-04-02 16:00:00+08,4913.645,2180.176,6597.9,0.0
2024-04-02 16:15:00+08,5211.134,2284.18,6600.647,0.0
2024-04-02 16:30:00+08,5589.001,2318.848,6598.511,0.0
2024-04-02 16:45:00+08,6168.207,2284.18,6600.342,0.0
2024-04-02 17:00:00+08,6308.786,2284.18,6598.816,0.0
2024-04-02 17:15:00+08,6751.973,2196.289,6643.677,0.0
2024-04-02 17:30:00+08,7033.39,2196.289,6615.906,0.0
2024-04-02 17:45:00+08,7087.668,2129.883,6442.566,0.0
2024-04-02 18:00:00+08,6915.219,2046.387,6447.144,0.0
2024-04-02 18:15:00+08,7215.04,1655.762,6444.397,0.0
2024-04-02 18:30:00+08,7720.005,1406.494,6444.397,0.0
2024-04-02 18:45:00+08,7655.298,1391.602,6443.787,0.0
2024-04-02 19:00:00+08,7479.558,1341.064,6442.871,0.0
2024-04-02 19:15:00+08,7508.245,1379.883,6445.618,0.0
2024-04-02 19:30:00+08,7572.715,1361.816,6442.566,0.0
2024-04-02 19:45:00+08,7298.644,1362.549,6444.092,0.0
2024-04-02 20:00:00+08,7701.222,1360.596,6443.481,0.0
2024-04-02 20:15:00+08,7125.313,1356.201,6444.092,0.0
2024-04-02 20:30:00+08,6740.71,1342.041,6444.702,0.0
2024-04-02 20:45:00+08,6208.583,1325.195,6443.176,0.0
2024-04-02 21:00:00+08,5896.308,1311.035,6446.228,0.0
2024-04-02 21:15:00+08,5833.366,1250.0,6439.514,0.0
2024-04-02 21:30:00+08,6255.989,1131.104,6442.566,0.0
2024-04-02 21:45:00+08,6053.041,1195.068,6444.092,0.0
2024-04-02 22:00:00+08,5874.219,1369.385,6444.397,0.0
2024-04-02 22:15:00+08,5489.451,1573.486,6441.65,0.0
2024-04-02 22:30:00+08,4685.248,1276.123,6405.64,0.0
2024-04-02 22:45:00+08,4372.929,1035.889,6000.366,0.0
2024-04-02 23:00:00+08,3296.211,834.717,5578.918,0.0
2024-04-02 23:15:00+08,3456.107,501.221,5109.558,0.0
2024-04-02 23:30:00+08,3556.195,430.908,5110.168,0.0
2024-04-02 23:45:00+08,3638.991,430.664,5130.005,0.0
2024-04-03 00:00:00+08,3570.496,898.193,5165.1,0.0
2024-04-03 00:15:00+08,3569.743,1488.281,4721.68,0.0
2024-04-03 00:30:00+08,4043.408,991.455,4791.565,0.0
2024-04-03 00:45:00+08,4062.803,895.02,4768.372,0.0
2024-04-03 01:00:00+08,4038.396,782.959,4773.254,0.0
2024-04-03 01:15:00+08,4430.063,804.199,4777.222,0.0
2024-04-03 01:30:00+08,4314.348,789.795,4830.627,0.0
2024-04-03 01:45:00+08,4262.318,769.775,4778.748,0.0
2024-04-03 02:00:00+08,4054.876,752.197,4837.646,0.0
2024-04-03 02:15:00+08,4322.988,761.963,4830.627,0.0
2024-04-03 02:30:00+08,4174.544,764.404,4888.306,0.0
2024-04-03 02:45:00+08,4117.124,844.971,4919.128,0.0
2024-04-03 03:00:00+08,3902.359,840.332,4874.268,0.0
2024-04-03 03:15:00+08,4052.69,838.867,4908.142,0.0
2024-04-03 03:30:00+08,4044.342,895.508,4887.695,0.0
2024-04-03 03:45:00+08,4147.879,915.527,4918.823,0.0
2024-04-03 04:00:00+08,3993.735,929.688,4918.518,0.0
2024-04-03 04:15:00+08,3760.601,938.721,4903.564,0.0
2024-04-03 04:30:00+08,3936.141,964.6,4885.254,0.0
2024-04-03 04:45:00+08,3717.121,1023.438,4889.526,0.0
2024-04-03 05:00:00+08,3887.945,1041.748,4754.944,0.0
2024-04-03 05:15:00+08,4150.02,1093.262,4748.84,0.0
2024-04-03 05:30:00+08,3815.594,1370.117,5249.329,0.0
2024-04-03 05:45:00+08,3688.882,1622.07,5723.267,0.0
2024-04-03 06:00:00+08,3168.289,1856.934,6284.18,0.0
2024-04-03 06:15:00+08,3250.723,2162.598,6441.04,0.0
2024-04-03 06:30:00+08,3355.41,2079.102,6443.481,0.0
2024-04-03 06:45:00+08,3543.233,1994.873,6450.195,0.0
2024-04-03 07:00:00+08,3727.837,1757.324,6443.787,0.0
2024-04-03 07:15:00+08,4029.504,2138.916,6445.618,0.0
2024-04-03 07:30:00+08,4514.689,1959.717,6441.956,0.0
2024-04-03 07:45:00+08,5482.574,1580.811,6445.007,0.0
2024-04-03 08:00:00+08,6133.631,1314.453,6445.313,0.0
2024-04-03 08:15:00+08,6470.593,1337.402,6442.566,0.0
2024-04-03 08:30:00+08,7530.908,863.77,6442.261,0.0
2024-04-03 08:45:00+08,8292.547,489.502,6443.787,0.0
2024-04-03 09:00:00+08,7987.968,694.58,6446.533,0.0
2024-04-03 09:15:00+08,7635.103,1293.945,6444.092,0.0
2024-04-03 09:30:00+08,7496.313,1187.5,6444.397,0.0
2024-04-03 09:45:00+08,7729.637,1081.299,6441.956,0.0
2024-04-03 10:00:00+08,7895.817,972.168,6442.261,0.0
2024-04-03 10:15:00+08,7357.149,1445.801,6441.65,0.0
2024-04-03 10:30:00+08,7235.276,1321.533,6241.455,0.0
2024-04-03 10:45:00+08,7332.644,1133.301,5740.662,0.0
2024-04-03 11:00:00+08,7399.644,954.834,5238.953,0.0
2024-04-03 11:15:00+08,6187.343,1389.648,4722.29,0.0
2024-04-03 11:30:00+08,5881.104,1823.975,4718.628,0.0
2024-04-03 11:45:00+08,5048.333,1793.213,4719.849,0.0
2024-04-03 12:00:00+08,5090.57,1750.244,4719.849,0.0
2024-04-03 12:15:00+08,5324.419,1409.424,4718.628,0.0
2024-04-03 12:30:00+08,5533.078,1121.582,4721.68,0.0
2024-04-03 12:45:00+08,6143.865,866.455,4719.849,0.0
2024-04-03 13:00:00+08,6184.0,624.512,4717.712,0.0
2024-04-03 13:15:00+08,6531.885,412.598,4717.407,0.0
2024-04-03 13:30:00+08,6285.475,553.223,5221.558,0.0
2024-04-03 13:45:00+08,6382.24,729.004,5722.046,0.0
2024-04-03 14:00:00+08,6096.425,909.18,6225.891,0.0
2024-04-03 14:15:00+08,6442.274,796.875,6445.007,0.0
2024-04-03 14:30:00+08,6336.376,997.07,6442.261,0.0
2024-04-03 14:45:00+08,5990.59,1166.748,6443.787,0.0
2024-04-03 15:00:00+08,5665.003,1762.451,6442.871,0.0
2024-04-03 15:15:00+08,5541.915,2096.924,6443.481,0.0
2024-04-03 15:30:00+08,4645.36,2952.637,6444.092,0.0
2024-04-03 15:45:00+08,3633.805,2926.025,6440.125,0.0
2024-04-03 16:00:00+08,4569.05,2679.199,6441.345,0.0
2024-04-03 16:15:00+08,5430.662,2272.217,6444.702,0.0
2024-04-03 16:30:00+08,6115.443,2113.77,6443.481,0.0
2024-04-03 16:45:00+08,6499.823,2031.494,6442.566,0.0
2024-04-03 17:00:00+08,7133.903,1845.459,6442.261,0.0
2024-04-03 17:15:00+08,7046.243,1983.154,6440.735,0.0
2024-04-03 17:30:00+08,7290.423,1659.912,6440.125,0.0
2024-04-03 17:45:00+08,7247.981,1781.006,6441.345,0.0
2024-04-03 18:00:00+08,6796.842,2156.25,6444.092,0.0
2024-04-03 18:15:00+08,7220.411,1596.68,6442.566,0.0
2024-04-03 18:30:00+08,7553.743,1585.693,6440.125,0.0
2024-04-03 18:45:00+08,7220.007,1573.975,6441.65,0.0
2024-04-03 19:00:00+08,7464.012,1396.484,6445.007,0.0
2024-04-03 19:15:00+08,7435.518,1249.023,6441.345,0.0
2024-04-03 19:30:00+08,8057.319,1022.949,6444.702,0.0
2024-04-03 19:45:00+08,7935.354,1028.564,6443.481,0.0
2024-04-03 20:00:00+08,8131.522,605.957,6445.618,0.0
2024-04-03 20:15:00+08,7523.738,941.406,6443.176,0.0
2024-04-03 20:30:00+08,7216.771,1095.703,6444.702,0.0
2024-04-03 20:45:00+08,6565.133,1077.637,6442.566,0.0
2024-04-03 21:00:00+08,6166.915,1085.205,6443.787,0.0
2024-04-03 21:15:00+08,6614.962,693.848,6443.176,0.0
2024-04-03 21:30:00+08,6431.237,880.127,6441.956,0.0
2024-04-03 21:45:00+08,6214.346,1203.125,6441.04,0.0
2024-04-03 22:00:00+08,5947.527,1344.482,6446.228,0.0
2024-04-03 22:15:00+08,5100.625,1772.949,6443.176,0.0
2024-04-03 22:30:00+08,4870.915,1249.512,6378.174,0.0
2024-04-03 22:45:00+08,4393.537,1338.623,5782.166,0.0
2024-04-03 23:00:00+08,3362.32,1152.588,5372.314,0.0
2024-04-03 23:15:00+08,3801.315,555.176,4995.117,0.0
2024-04-03 23:30:00+08,3801.037,454.59,4890.137,0.0
2024-04-03 23:45:00+08,3272.704,458.008,5504.15,0.0
2024-04-04 00:00:00+08,3495.234,942.383,5394.897,0.0
2024-04-04 00:15:00+08,2787.658,1481.934,5728.149,0.0
2024-04-04 00:30:00+08,3402.531,2020.752,5699.768,0.0
2024-04-04 00:45:00+08,3851.215,2020.264,5307.922,0.0
2024-04-04 01:00:00+08,3994.306,2020.508,5270.996,0.0
2024-04-04 01:15:00+08,3696.453,2058.105,5236.511,0.0
2024-04-04 01:30:00+08,3593.975,2058.35,5245.056,0.0
2024-04-04 01:45:00+08,4001.995,2058.35,4961.548,0.0
2024-04-04 02:00:00+08,3910.69,2057.617,4971.924,0.0
2024-04-04 02:15:00+08,4095.689,2058.35,4978.943,0.0
2024-04-04 02:30:00+08,3993.2,2057.861,4985.962,0.0
2024-04-04 02:45:00+08,3941.166,2057.373,5033.264,0.0
2024-04-04 03:00:00+08,3960.213,2057.129,5074.463,0.0
2024-04-04 03:15:00+08,3958.376,2057.129,5055.237,0.0
2024-04-04 03:30:00+08,4043.816,2057.129,5088.196,0.0
2024-04-04 03:45:00+08,3819.542,2056.152,5108.032,0.0
2024-04-04 04:00:00+08,3993.476,2058.105,5064.392,0.0
2024-04-04 04:15:00+08,4189.305,2057.373,5017.09,0.0
2024-04-04 04:30:00+08,4010.293,2057.373,4932.556,0.0
2024-04-04 04:45:00+08,4156.104,2056.885,4914.246,0.0
2024-04-04 05:00:00+08,4353.123,2058.838,4720.764,0.0
2024-04-04 05:15:00+08,4328.96,2058.594,4721.069,0.0
2024-04-04 05:30:00+08,4405.118,2215.332,5222.168,0.0
2024-04-04 05:45:00+08,4373.035,2375.244,5731.812,0.0
2024-04-04 06:00:00+08,4651.168,2531.982,6227.112,0.0
2024-04-04 06:15:00+08,4623.996,2693.848,6442.871,0.0
2024-04-04 06:30:00+08,4271.992,2613.525,6444.702,0.0
2024-04-04 06:45:00+08,4744.221,2530.762,6440.43,0.0
2024-04-04 07:00:00+08,4792.188,2446.777,6444.702,0.0
2024-04-04 07:15:00+08,4962.567,2703.857,6441.65,0.0
2024-04-04 07:30:00+08,5157.212,2651.611,6442.871,0.0
2024-04-04 07:45:00+08,5825.098,2602.783,6444.092,0.0
2024-04-04 08:00:00+08,6337.919,2551.514,6444.397,0.0
2024-04-04 08:15:00+08,6758.414,2684.082,6444.702,0.0
2024-04-04 08:30:00+08,7264.172,2639.648,6442.871,0.0
2024-04-04 08:45:00+08,7548.898,2596.924,6445.007,0.0
2024-04-04 09:00:00+08,8191.227,2555.176,6442.566,0.0
2024-04-04 09:15:00+08,8040.906,2728.271,6444.702,0.0
2024-04-04 09:30:00+08,7579.038,2703.369,6444.092,0.0
2024-04-04 09:45:00+08,7446.849,2679.443,6444.397,0.0
2024-04-04 10:00:00+08,6713.175,2653.809,6443.481,0.0
2024-04-04 10:15:00+08,6549.969,2784.18,6442.261,0.0
2024-04-04 10:30:00+08,5795.795,2967.285,6290.588,0.0
2024-04-04 10:45:00+08,6030.356,3147.461,5742.188,0.0
2024-04-04 11:00:00+08,5525.413,3327.637,5238.342,0.0
2024-04-04 11:15:00+08,5617.193,3511.475,4719.238,0.0
2024-04-04 11:30:00+08,5492.533,3382.08,4720.764,0.0
2024-04-04 11:45:00+08,4919.56,3253.662,4720.459,0.0
2024-04-04 12:00:00+08,4935.569,3124.512,4720.459,0.0
2024-04-04 12:15:00+08,5154.352,3131.348,4620.972,0.0
